"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	11	5991057	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	13	6088766	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	10	6175727	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	13	6247411	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	19	6306019	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	29	6346105	0.5
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	18	6403353	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	13	6456243	Unreliable
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	22	6495978	0.3
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	36	6549352	0.5
	"Tennessee"	"47"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	37	6600299	0.6
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2005"	"2005"	67	22778123	0.3
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	55	23359580	0.2
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2007"	"2007"	20	23831983	0.1
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	35	24309039	0.1
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2009"	"2009"	48	24801761	0.2
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	67	25145561	0.3
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	129	25674681	0.5
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	42	26059203	0.2
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2013"	"2013"	41	26448193	0.2
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2014"	"2014"	27	26956958	0.1
	"Texas"	"48"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2015"	"2015"	45	27469114	0.2
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	20	22778123	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	17	23359580	Unreliable
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	35	23831983	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	23	24309039	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	31	24801761	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	35	25145561	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	36	25674681	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	23	26059203	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	28	26448193	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	33	26956958	0.1
	"Texas"	"48"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	45	27469114	0.2
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	13	2597746	Unreliable
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	14	2663029	Unreliable
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	12	2723421	Unreliable
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	22	2817222	0.8
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	18	2855287	Unreliable
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	21	2900872	0.7
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	12	2942902	Unreliable
	"Utah"	"49"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	22	2995919	0.7
	"Virginia"	"51"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	12	7673725	Unreliable
	"Virginia"	"51"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2008"	"2008"	12	7833496	Unreliable
	"Virginia"	"51"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2010"	"2010"	13	8001024	Unreliable
	"Virginia"	"51"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2011"	"2011"	11	8096604	Unreliable
	"Virginia"	"51"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	21	8185867	0.3
	"Virginia"	"51"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2015"	"2015"	12	8382993	Unreliable
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	32	7577105	0.4
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	23	7673725	0.3
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	29	7751000	0.4
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	20	7833496	0.3
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	30	7925937	0.4
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	33	8001024	0.4
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	32	8096604	0.4
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	21	8185867	0.3
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	32	8260405	0.4
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	44	8326289	0.5
	"Virginia"	"51"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	28	8382993	0.3
	"Washington"	"53"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	10	6370753	Unreliable
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	33	6257305	0.5
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	30	6370753	0.5
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	32	6461587	0.5
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	39	6562231	0.6
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	32	6667426	0.5
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	40	6724540	0.6
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	22	6830038	0.3
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	32	6897012	0.5
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	39	6971406	0.6
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	25	7061530	0.4
	"Washington"	"53"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	49	7170351	0.7
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	17	1820492	Unreliable
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	20	1834052	1.1
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	11	1840310	Unreliable
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	16	1847775	Unreliable
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	17	1852994	Unreliable
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	27	1855364	1.5
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	15	1855413	Unreliable
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	14	1850326	Unreliable
	"West Virginia"	"54"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	12	1844128	Unreliable
	"Wisconsin"	"55"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2006"	"2006"	10	5577655	Unreliable
	"Wisconsin"	"55"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	"2012"	"2012"	14	5726398	Unreliable
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2005"	"2005"	38	5546166	0.7
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2006"	"2006"	21	5577655	0.4
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2007"	"2007"	33	5610775	0.6
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	58	5640996	1.0
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2009"	"2009"	49	5669264	0.9
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2010"	"2010"	36	5686986	0.6
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	45	5711767	0.8
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2012"	"2012"	21	5726398	0.4
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2013"	"2013"	47	5742713	0.8
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	60	5757564	1.0
	"Wisconsin"	"55"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2015"	"2015"	40	5771337	0.7
	"Wyoming"	"56"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2008"	"2008"	10	546043	Unreliable
	"Wyoming"	"56"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2011"	"2011"	13	568158	Unreliable
	"Wyoming"	"56"	"Exposure to excessive natural cold (hypothermia)"	"X31"	"2014"	"2014"	10	584153	Unreliable
