"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Nevada"	"32"	"Other ill-defined and unspecified causes of mortality"	"R99"	42	2890845	1.5
	"Nevada"	"32"	"Open wound of head, part unspecified"	"S01.9"	296	2890845	10.2
	"Nevada"	"32"	"Diffuse brain injury"	"S06.2"	11	2890845	Unreliable
	"Nevada"	"32"	"Traumatic subdural haemorrhage"	"S06.5"	69	2890845	2.4
	"Nevada"	"32"	"Traumatic subarachnoid haemorrhage"	"S06.6"	16	2890845	Unreliable
	"Nevada"	"32"	"Other intracranial injuries"	"S06.8"	14	2890845	Unreliable
	"Nevada"	"32"	"Intracranial injury, unspecified"	"S06.9"	20	2890845	0.7
	"Nevada"	"32"	"Unspecified injury of head"	"S09.9"	165	2890845	5.7
	"Nevada"	"32"	"Open wound of neck, part unspecified"	"S11.9"	18	2890845	Unreliable
	"Nevada"	"32"	"Fracture of neck, part unspecified"	"S12.9"	10	2890845	Unreliable
	"Nevada"	"32"	"Unspecified injury of neck"	"S19.9"	17	2890845	Unreliable
	"Nevada"	"32"	"Open wound of thorax, part unspecified"	"S21.9"	83	2890845	2.9
	"Nevada"	"32"	"Unspecified injury of thorax"	"S29.9"	29	2890845	1.0
	"Nevada"	"32"	"Unspecified injury of abdomen, lower back and pelvis"	"S39.9"	10	2890845	Unreliable
	"Nevada"	"32"	"Fracture of neck of femur"	"S72.0"	40	2890845	1.4
	"Nevada"	"32"	"Fracture of femur, part unspecified"	"S72.9"	20	2890845	0.7
	"Nevada"	"32"	"Multiple open wounds, unspecified"	"T01.9"	48	2890845	1.7
	"Nevada"	"32"	"Unspecified multiple injuries"	"T07"	265	2890845	9.2
	"Nevada"	"32"	"Open wound of trunk, level unspecified"	"T09.1"	16	2890845	Unreliable
	"Nevada"	"32"	"Unspecified injury of trunk, level unspecified"	"T09.9"	18	2890845	Unreliable
	"Nevada"	"32"	"Open wound of unspecified body region"	"T14.1"	339	2890845	11.7
	"Nevada"	"32"	"Injury, unspecified"	"T14.9"	160	2890845	5.5
	"Nevada"	"32"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	34	2890845	1.2
	"Nevada"	"32"	"Burn of unspecified body region, unspecified degree"	"T30.0"	13	2890845	Unreliable
	"Nevada"	"32"	"4-Aminophenol derivatives"	"T39.1"	12	2890845	Unreliable
	"Nevada"	"32"	"Heroin"	"T40.1"	82	2890845	2.8
	"Nevada"	"32"	"Other opioids"	"T40.2"	262	2890845	9.1
	"Nevada"	"32"	"Methadone"	"T40.3"	58	2890845	2.0
	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	33	2890845	1.1
	"Nevada"	"32"	"Cocaine"	"T40.5"	43	2890845	1.5
	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	38	2890845	1.3
	"Nevada"	"32"	"Benzodiazepines"	"T42.4"	135	2890845	4.7
	"Nevada"	"32"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	34	2890845	1.2
	"Nevada"	"32"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	19	2890845	Unreliable
	"Nevada"	"32"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	36	2890845	1.2
	"Nevada"	"32"	"Other and unspecified antidepressants"	"T43.2"	43	2890845	1.5
	"Nevada"	"32"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	24	2890845	0.8
	"Nevada"	"32"	"Psychostimulants with abuse potential"	"T43.6"	186	2890845	6.4
	"Nevada"	"32"	"Antiallergic and antiemetic drugs"	"T45.0"	21	2890845	0.7
	"Nevada"	"32"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	452	2890845	15.6
	"Nevada"	"32"	"Ethanol"	"T51.0"	90	2890845	3.1
	"Nevada"	"32"	"Alcohol, unspecified"	"T51.9"	45	2890845	1.6
	"Nevada"	"32"	"Toxic effect of carbon monoxide"	"T58"	16	2890845	Unreliable
	"Nevada"	"32"	"Other specified gases, fumes and vapours"	"T59.8"	12	2890845	Unreliable
	"Nevada"	"32"	"Effect of heat and light, unspecified"	"T67.9"	20	2890845	0.7
	"Nevada"	"32"	"Hypothermia"	"T68"	11	2890845	Unreliable
	"Nevada"	"32"	"Asphyxiation"	"T71"	178	2890845	6.2
	"Nevada"	"32"	"Drowning and nonfatal submersion"	"T75.1"	50	2890845	1.7
	"Nevada"	"32"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	17	2890845	Unreliable
	"Nevada"	"32"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	57	2890845	2.0
	"Nevada"	"32"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	10	2890845	Unreliable
	"Nevada"	"32"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	10	2890845	Unreliable
	"Nevada"	"32"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	23	2890845	0.8
	"Nevada"	"32"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	10	2890845	Unreliable
	"Nevada"	"32"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	37	2890845	1.3
	"Nevada"	"32"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	110	2890845	3.8
	"Nevada"	"32"	"Other fall on same level"	"W18"	142	2890845	4.9
	"Nevada"	"32"	"Unspecified fall"	"W19"	66	2890845	2.3
	"Nevada"	"32"	"Drowning and submersion while in swimming-pool"	"W67"	14	2890845	Unreliable
	"Nevada"	"32"	"Drowning and submersion while in natural water"	"W69"	16	2890845	Unreliable
	"Nevada"	"32"	"Accidental suffocation and strangulation in bed"	"W75"	20	2890845	0.7
	"Nevada"	"32"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	25	2890845	0.9
	"Nevada"	"32"	"Exposure to excessive natural heat (hyperthermia)"	"X30"	27	2890845	0.9
	"Nevada"	"32"	"Exposure to excessive natural cold (hypothermia)"	"X31"	11	2890845	Unreliable
	"Nevada"	"32"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	105	2890845	3.6
	"Nevada"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	178	2890845	6.2
	"Nevada"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	245	2890845	8.5
	"Nevada"	"32"	"Accidental poisoning by and exposure to alcohol"	"X45"	114	2890845	3.9
	"Nevada"	"32"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	15	2890845	Unreliable
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	2890845	Unreliable
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	13	2890845	Unreliable
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	58	2890845	2.0
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	19	2890845	Unreliable
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	14	2890845	Unreliable
	"Nevada"	"32"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	127	2890845	4.4
	"Nevada"	"32"	"Intentional self-harm by handgun discharge"	"X72"	45	2890845	1.6
	"Nevada"	"32"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	15	2890845	Unreliable
	"Nevada"	"32"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	233	2890845	8.1
	"Nevada"	"32"	"Intentional self-harm by jumping from a high place"	"X80"	16	2890845	Unreliable
	"Nevada"	"32"	"Assault by other and unspecified firearm discharge"	"X95"	119	2890845	4.1
	"Nevada"	"32"	"Assault by sharp object"	"X99"	19	2890845	Unreliable
	"Nevada"	"32"	"Assault by unspecified means"	"Y09"	23	2890845	0.8
	"Nevada"	"32"	"Legal intervention involving firearm discharge"	"Y35.0"	12	2890845	Unreliable
	"New Hampshire"	"33"	"Septicaemia, unspecified"	"A41.9"	10	1330608	Unreliable
	"New Hampshire"	"33"	"Unspecified dementia"	"F03"	32	1330608	2.4
	"New Hampshire"	"33"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	1330608	Unreliable
	"New Hampshire"	"33"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	18	1330608	Unreliable
	"New Hampshire"	"33"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	352	1330608	26.5
	"New Hampshire"	"33"	"Alzheimer's disease, unspecified"	"G30.9"	14	1330608	Unreliable
	"New Hampshire"	"33"	"Essential (primary) hypertension"	"I10"	20	1330608	1.5
	"New Hampshire"	"33"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	22	1330608	1.7
	"New Hampshire"	"33"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	41	1330608	3.1
	"New Hampshire"	"33"	"Atrial fibrillation and flutter"	"I48"	14	1330608	Unreliable
	"New Hampshire"	"33"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	1330608	Unreliable
	"New Hampshire"	"33"	"Osteoporosis, unspecified"	"M81.9"	10	1330608	Unreliable
	"New Hampshire"	"33"	"Open wound of head, part unspecified"	"S01.9"	95	1330608	7.1
	"New Hampshire"	"33"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	15	1330608	Unreliable
	"New Hampshire"	"33"	"Traumatic subdural haemorrhage"	"S06.5"	63	1330608	4.7
	"New Hampshire"	"33"	"Traumatic subarachnoid haemorrhage"	"S06.6"	13	1330608	Unreliable
	"New Hampshire"	"33"	"Other intracranial injuries"	"S06.8"	12	1330608	Unreliable
	"New Hampshire"	"33"	"Unspecified injury of head"	"S09.9"	117	1330608	8.8
	"New Hampshire"	"33"	"Fracture of neck, part unspecified"	"S12.9"	13	1330608	Unreliable
	"New Hampshire"	"33"	"Unspecified injury of neck"	"S19.9"	12	1330608	Unreliable
	"New Hampshire"	"33"	"Open wound of thorax, part unspecified"	"S21.9"	16	1330608	Unreliable
	"New Hampshire"	"33"	"Multiple fractures of ribs"	"S22.4"	17	1330608	Unreliable
	"New Hampshire"	"33"	"Unspecified injury of thorax"	"S29.9"	20	1330608	1.5
	"New Hampshire"	"33"	"Fracture of neck of femur"	"S72.0"	99	1330608	7.4
	"New Hampshire"	"33"	"Unspecified multiple injuries"	"T07"	58	1330608	4.4
	"New Hampshire"	"33"	"Unspecified injury of trunk, level unspecified"	"T09.9"	14	1330608	Unreliable
	"New Hampshire"	"33"	"Open wound of unspecified body region"	"T14.1"	84	1330608	6.3
	"New Hampshire"	"33"	"Injury, unspecified"	"T14.9"	21	1330608	1.6
	"New Hampshire"	"33"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	22	1330608	1.7
	"New Hampshire"	"33"	"Heroin"	"T40.1"	78	1330608	5.9
	"New Hampshire"	"33"	"Other opioids"	"T40.2"	63	1330608	4.7
	"New Hampshire"	"33"	"Methadone"	"T40.3"	25	1330608	1.9
	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	285	1330608	21.4
	"New Hampshire"	"33"	"Cocaine"	"T40.5"	47	1330608	3.5
	"New Hampshire"	"33"	"Benzodiazepines"	"T42.4"	42	1330608	3.2
	"New Hampshire"	"33"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	13	1330608	Unreliable
	"New Hampshire"	"33"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	10	1330608	Unreliable
	"New Hampshire"	"33"	"Other and unspecified antidepressants"	"T43.2"	19	1330608	Unreliable
	"New Hampshire"	"33"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	11	1330608	Unreliable
	"New Hampshire"	"33"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	60	1330608	4.5
	"New Hampshire"	"33"	"Ethanol"	"T51.0"	44	1330608	3.3
	"New Hampshire"	"33"	"Alcohol, unspecified"	"T51.9"	21	1330608	1.6
	"New Hampshire"	"33"	"Toxic effect of carbon monoxide"	"T58"	10	1330608	Unreliable
	"New Hampshire"	"33"	"Other specified gases, fumes and vapours"	"T59.8"	21	1330608	1.6
	"New Hampshire"	"33"	"Asphyxiation"	"T71"	68	1330608	5.1
	"New Hampshire"	"33"	"Drowning and nonfatal submersion"	"T75.1"	20	1330608	1.5
	"New Hampshire"	"33"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	12	1330608	Unreliable
	"New Hampshire"	"33"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	28	1330608	2.1
	"New Hampshire"	"33"	"Fall on same level from slipping, tripping and stumbling"	"W01"	19	1330608	Unreliable
	"New Hampshire"	"33"	"Fall involving bed"	"W06"	19	1330608	Unreliable
	"New Hampshire"	"33"	"Fall on and from stairs and steps"	"W10"	23	1330608	1.7
	"New Hampshire"	"33"	"Other fall on same level"	"W18"	93	1330608	7.0
	"New Hampshire"	"33"	"Unspecified fall"	"W19"	62	1330608	4.7
	"New Hampshire"	"33"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	15	1330608	Unreliable
	"New Hampshire"	"33"	"Exposure to uncontrolled fire in building or structure"	"X00"	10	1330608	Unreliable
	"New Hampshire"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	329	1330608	24.7
	"New Hampshire"	"33"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	1330608	2.8
	"New Hampshire"	"33"	"Accidental poisoning by and exposure to alcohol"	"X45"	55	1330608	4.1
	"New Hampshire"	"33"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	16	1330608	Unreliable
	"New Hampshire"	"33"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	1330608	1.7
	"New Hampshire"	"33"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10	1330608	Unreliable
	"New Hampshire"	"33"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	56	1330608	4.2
	"New Hampshire"	"33"	"Intentional self-harm by handgun discharge"	"X72"	62	1330608	4.7
	"New Hampshire"	"33"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	18	1330608	Unreliable
	"New Hampshire"	"33"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	27	1330608	2.0
	"New Hampshire"	"33"	"Assault by other and unspecified firearm discharge"	"X95"	12	1330608	Unreliable
	"New Jersey"	"34"	"Septicaemia, unspecified"	"A41.9"	104	8958013	1.2
	"New Jersey"	"34"	"Chronic viral hepatitis C"	"B18.2"	14	8958013	Unreliable
	"New Jersey"	"34"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	8958013	Unreliable
	"New Jersey"	"34"	"Anaemia, unspecified"	"D64.9"	29	8958013	0.3
	"New Jersey"	"34"	"Hypothyroidism, unspecified"	"E03.9"	13	8958013	Unreliable
	"New Jersey"	"34"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	12	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	10	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified diabetes mellitus, without complications"	"E14.9"	64	8958013	0.7
	"New Jersey"	"34"	"Other obesity"	"E66.8"	18	8958013	Unreliable
	"New Jersey"	"34"	"Obesity, unspecified"	"E66.9"	39	8958013	0.4
	"New Jersey"	"34"	"Hyperlipidaemia, unspecified"	"E78.5"	17	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified dementia"	"F03"	105	8958013	1.2
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	32	8958013	0.4
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	44	8958013	0.5
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	67	8958013	0.7
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	15	8958013	Unreliable
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	38	8958013	0.4
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	19	8958013	Unreliable
	"New Jersey"	"34"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	133	8958013	1.5
	"New Jersey"	"34"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	336	8958013	3.8
	"New Jersey"	"34"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	333	8958013	3.7
	"New Jersey"	"34"	"Depressive episode, unspecified"	"F32.9"	20	8958013	0.2
	"New Jersey"	"34"	"Parkinson's disease"	"G20"	14	8958013	Unreliable
	"New Jersey"	"34"	"Alzheimer's disease, unspecified"	"G30.9"	16	8958013	Unreliable
	"New Jersey"	"34"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	66	8958013	0.7
	"New Jersey"	"34"	"Essential (primary) hypertension"	"I10"	113	8958013	1.3
	"New Jersey"	"34"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	163	8958013	1.8
	"New Jersey"	"34"	"Hypertensive renal disease with renal failure"	"I12.0"	11	8958013	Unreliable
	"New Jersey"	"34"	"Acute myocardial infarction, unspecified"	"I21.9"	32	8958013	0.4
	"New Jersey"	"34"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	138	8958013	1.5
	"New Jersey"	"34"	"Atherosclerotic heart disease"	"I25.1"	96	8958013	1.1
	"New Jersey"	"34"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	12	8958013	Unreliable
	"New Jersey"	"34"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	41	8958013	0.5
	"New Jersey"	"34"	"Aortic (valve) stenosis"	"I35.0"	10	8958013	Unreliable
	"New Jersey"	"34"	"Cardiac arrest, unspecified"	"I46.9"	150	8958013	1.7
	"New Jersey"	"34"	"Atrial fibrillation and flutter"	"I48"	80	8958013	0.9
	"New Jersey"	"34"	"Cardiac arrhythmia, unspecified"	"I49.9"	15	8958013	Unreliable
	"New Jersey"	"34"	"Congestive heart failure"	"I50.0"	54	8958013	0.6
	"New Jersey"	"34"	"Cardiovascular disease, unspecified"	"I51.6"	10	8958013	Unreliable
	"New Jersey"	"34"	"Cardiomegaly"	"I51.7"	24	8958013	0.3
	"New Jersey"	"34"	"Stroke, not specified as haemorrhage or infarction"	"I64"	27	8958013	0.3
	"New Jersey"	"34"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	24	8958013	0.3
	"New Jersey"	"34"	"Pneumonia, unspecified"	"J18.9"	74	8958013	0.8
	"New Jersey"	"34"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	62	8958013	0.7
	"New Jersey"	"34"	"Asthma, unspecified"	"J45.9"	14	8958013	Unreliable
	"New Jersey"	"34"	"Pneumonitis due to food and vomit"	"J69.0"	24	8958013	0.3
	"New Jersey"	"34"	"Acute respiratory failure"	"J96.0"	35	8958013	0.4
	"New Jersey"	"34"	"Respiratory failure, unspecified"	"J96.9"	142	8958013	1.6
	"New Jersey"	"34"	"Other and unspecified cirrhosis of liver"	"K74.6"	13	8958013	Unreliable
	"New Jersey"	"34"	"Acute renal failure, unspecified"	"N17.9"	28	8958013	0.3
	"New Jersey"	"34"	"Chronic kidney disease, stage 5"	"N18.5"	19	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified renal failure"	"N19"	16	8958013	Unreliable
	"New Jersey"	"34"	"Urinary tract infection, site not specified"	"N39.0"	18	8958013	Unreliable
	"New Jersey"	"34"	"Asphyxia"	"R09.0"	11	8958013	Unreliable
	"New Jersey"	"34"	"Respiratory arrest"	"R09.2"	28	8958013	0.3
	"New Jersey"	"34"	"Dysphagia"	"R13"	28	8958013	0.3
	"New Jersey"	"34"	"Malaise and fatigue"	"R53"	14	8958013	Unreliable
	"New Jersey"	"34"	"Senility"	"R54"	15	8958013	Unreliable
	"New Jersey"	"34"	"Syncope and collapse"	"R55"	13	8958013	Unreliable
	"New Jersey"	"34"	"Other and unspecified convulsions"	"R56.8"	26	8958013	0.3
	"New Jersey"	"34"	"Other lack of expected normal physiological development"	"R62.8"	25	8958013	0.3
	"New Jersey"	"34"	"Other specified general symptoms and signs"	"R68.8"	32	8958013	0.4
	"New Jersey"	"34"	"Multiple open wounds of head"	"S01.7"	17	8958013	Unreliable
	"New Jersey"	"34"	"Open wound of head, part unspecified"	"S01.9"	220	8958013	2.5
	"New Jersey"	"34"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	27	8958013	0.3
	"New Jersey"	"34"	"Diffuse brain injury"	"S06.2"	42	8958013	0.5
	"New Jersey"	"34"	"Traumatic subdural haemorrhage"	"S06.5"	108	8958013	1.2
	"New Jersey"	"34"	"Traumatic subarachnoid haemorrhage"	"S06.6"	23	8958013	0.3
	"New Jersey"	"34"	"Other intracranial injuries"	"S06.8"	37	8958013	0.4
	"New Jersey"	"34"	"Intracranial injury, unspecified"	"S06.9"	68	8958013	0.8
	"New Jersey"	"34"	"Unspecified injury of head"	"S09.9"	486	8958013	5.4
	"New Jersey"	"34"	"Open wound of neck, part unspecified"	"S11.9"	26	8958013	0.3
	"New Jersey"	"34"	"Fracture of neck, part unspecified"	"S12.9"	41	8958013	0.5
	"New Jersey"	"34"	"Unspecified injury of neck"	"S19.9"	82	8958013	0.9
	"New Jersey"	"34"	"Open wound of back wall of thorax"	"S21.2"	10	8958013	Unreliable
	"New Jersey"	"34"	"Open wound of thorax, part unspecified"	"S21.9"	101	8958013	1.1
	"New Jersey"	"34"	"Fracture of rib"	"S22.3"	16	8958013	Unreliable
	"New Jersey"	"34"	"Injury of heart, unspecified"	"S26.9"	11	8958013	Unreliable
	"New Jersey"	"34"	"Other injuries of lung"	"S27.3"	16	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified injury of thorax"	"S29.9"	64	8958013	0.7
	"New Jersey"	"34"	"Open wound of lower back and pelvis"	"S31.0"	12	8958013	Unreliable
	"New Jersey"	"34"	"Open wound of other and unspecified parts of abdomen"	"S31.8"	27	8958013	0.3
	"New Jersey"	"34"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	22	8958013	0.2
	"New Jersey"	"34"	"Unspecified injury of abdomen, lower back and pelvis"	"S39.9"	21	8958013	0.2
	"New Jersey"	"34"	"Open wound of wrist and hand part, part unspecified"	"S61.9"	15	8958013	Unreliable
	"New Jersey"	"34"	"Fracture of neck of femur"	"S72.0"	142	8958013	1.6
	"New Jersey"	"34"	"Fracture of femur, part unspecified"	"S72.9"	25	8958013	0.3
	"New Jersey"	"34"	"Multiple open wounds, unspecified"	"T01.9"	89	8958013	1.0
	"New Jersey"	"34"	"Unspecified multiple injuries"	"T07"	380	8958013	4.2
	"New Jersey"	"34"	"Open wound of trunk, level unspecified"	"T09.1"	72	8958013	0.8
	"New Jersey"	"34"	"Injury of spinal cord, level unspecified"	"T09.3"	11	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified injury of trunk, level unspecified"	"T09.9"	100	8958013	1.1
	"New Jersey"	"34"	"Open wound of upper limb, level unspecified"	"T11.1"	25	8958013	0.3
	"New Jersey"	"34"	"Open wound of lower limb, level unspecified"	"T13.1"	18	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified injury of lower limb, level unspecified"	"T13.9"	15	8958013	Unreliable
	"New Jersey"	"34"	"Open wound of unspecified body region"	"T14.1"	467	8958013	5.2
	"New Jersey"	"34"	"Injury, unspecified"	"T14.9"	229	8958013	2.6
	"New Jersey"	"34"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	164	8958013	1.8
	"New Jersey"	"34"	"Burn of unspecified body region, unspecified degree"	"T30.0"	48	8958013	0.5
	"New Jersey"	"34"	"4-Aminophenol derivatives"	"T39.1"	17	8958013	Unreliable
	"New Jersey"	"34"	"Heroin"	"T40.1"	511	8958013	5.7
	"New Jersey"	"34"	"Other opioids"	"T40.2"	240	8958013	2.7
	"New Jersey"	"34"	"Methadone"	"T40.3"	55	8958013	0.6
	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	244	8958013	2.7
	"New Jersey"	"34"	"Cocaine"	"T40.5"	213	8958013	2.4
	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	66	8958013	0.7
	"New Jersey"	"34"	"Cannabis (derivatives)"	"T40.7"	11	8958013	Unreliable
	"New Jersey"	"34"	"Benzodiazepines"	"T42.4"	224	8958013	2.5
	"New Jersey"	"34"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	29	8958013	0.3
	"New Jersey"	"34"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	10	8958013	Unreliable
	"New Jersey"	"34"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	31	8958013	0.3
	"New Jersey"	"34"	"Other and unspecified antidepressants"	"T43.2"	76	8958013	0.8
	"New Jersey"	"34"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	20	8958013	0.2
	"New Jersey"	"34"	"Psychostimulants with abuse potential"	"T43.6"	24	8958013	0.3
	"New Jersey"	"34"	"Antiallergic and antiemetic drugs"	"T45.0"	39	8958013	0.4
	"New Jersey"	"34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	911	8958013	10.2
	"New Jersey"	"34"	"Ethanol"	"T51.0"	178	8958013	2.0
	"New Jersey"	"34"	"Alcohol, unspecified"	"T51.9"	122	8958013	1.4
	"New Jersey"	"34"	"Toxic effect of carbon monoxide"	"T58"	40	8958013	0.4
	"New Jersey"	"34"	"Other specified gases, fumes and vapours"	"T59.8"	78	8958013	0.9
	"New Jersey"	"34"	"Toxic effect of unspecified substance"	"T65.9"	11	8958013	Unreliable
	"New Jersey"	"34"	"Hypothermia"	"T68"	31	8958013	0.3
	"New Jersey"	"34"	"Effect of reduced temperature, unspecified"	"T69.9"	19	8958013	Unreliable
	"New Jersey"	"34"	"Asphyxiation"	"T71"	381	8958013	4.3
	"New Jersey"	"34"	"Drowning and nonfatal submersion"	"T75.1"	107	8958013	1.2
	"New Jersey"	"34"	"Traumatic shock"	"T79.4"	21	8958013	0.2
	"New Jersey"	"34"	"Infection following a procedure, not elsewhere classified"	"T81.4"	10	8958013	Unreliable
	"New Jersey"	"34"	"Other complications of procedures, not elsewhere classified"	"T81.8"	10	8958013	Unreliable
	"New Jersey"	"34"	"Unspecified adverse effect of drug or medicament"	"T88.7"	20	8958013	0.2
	"New Jersey"	"34"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	54	8958013	0.6
	"New Jersey"	"34"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	127	8958013	1.4
	"New Jersey"	"34"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	16	8958013	Unreliable
	"New Jersey"	"34"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	14	8958013	Unreliable
	"New Jersey"	"34"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	19	8958013	Unreliable
